mu,sigma2,phi,nugget,correct_d,correct_subd,correct_school_d,correct_school_subd,overtreated_d,overtreated_subd,undertreated_d,undertreated_subd,se_d,se_subd,sp_d,sp_subd,ppv_d,ppv_subd,npv_d,npv_subd,prev_sim,prevl10
-5.62035211208716,1.4575675367648329,30.578786149156716,0.5582578314135983,0.9989006666666667,0.986148,0.991352,0.9806826666666667,9.926666666666667e-4,0.012515333333333333,0.0076553333333333334,0.006802,0.009834039428278062,0.1118870924613184,0.9989971471916397,0.9873725359284071,NaN,NaN,0.992334724504468,0.9930942642276848,0.009369521854159488,0.992238
-4.8404447400732344,1.4575675367648329,30.578786149156716,0.5582578314135983,0.9871,0.953968,0.961796,0.9377766666666667,0.010168666666666666,0.038878,0.028035333333333332,0.023345333333333333,0.06690659597409933,0.21745327965904676,0.9894596292991471,0.9598046973191635,NaN,0.1468004322548437,0.9715766404618275,0.9754521604257174,0.019022604200603158,0.9696526666666667
-4.388879104885627,1.4575675367648329,30.578786149156716,0.5582578314135983,0.9643433333333333,0.9180426666666667,0.918652,0.8901126666666667,0.029613333333333335,0.06665066666666666,0.051734666666666665,0.043236666666666666,0.13906814243131868,0.2813504880985801,0.9682119889819792,0.9287984569211873,NaN,0.2058002567087406,0.9460193181647111,0.9525847071333746,0.028940743757264645,0.939084
-4.043669669436064,1.4575675367648329,30.578786149156716,0.5582578314135983,0.9294386666666666,0.877932,0.8663806666666667,0.8415233333333333,0.055649333333333335,0.092648,0.07797,0.06582866666666666,0.21241739375121702,0.3372502095465118,0.9375070902001377,0.8965129156334564,NaN,0.2679899805276217,0.9150450513841317,0.9241532906489908,0.04037719070282973,0.8994246666666667
-3.7151937697182644,1.4575675367648329,30.578786149156716,0.5582578314135983,0.8928746666666667,0.8386473333333333,0.8136873333333333,0.7958293333333333,0.089384,0.119552,0.09692866666666666,0.08461866666666666,0.2933860708589316,0.3859900261628154,0.8954154340989613,0.860593563043227,0.3145170973892498,0.30881651004292865,0.8879596271959809,0.8970856317888494,0.05111852429365426,0.8608486666666667
-3.178361357008397,1.4575675367648329,30.578786149156716,0.5582578314135983,0.8126073333333333,0.7671626666666667,0.6981486666666666,0.7116206666666667,0.17677333333333334,0.16146333333333332,0.125078,0.126916,0.48859881342146094,0.48438363047078553,0.7619168789778253,0.7834969482913036,0.40842016691237487,0.4261131816869677,0.8195163486783299,0.8216255000164401,0.08123398442601854,0.7507453333333334
-2.8564137479489533,1.4575675367648329,30.578786149156716,0.5582578314135983,0.776174,0.732348,0.649904,0.6738973333333333,0.21513866666666667,0.18210533333333334,0.13495733333333335,0.14399733333333334,0.5727880544553373,0.5461643007528452,0.6813669470251602,0.7306314255423184,0.46110758407103886,0.4886811107072402,0.7738004412370427,0.7742561001232977,0.10184656107636259,0.6795246666666667
-2.4492979461404847,1.4575675367648329,30.578786149156716,0.5582578314135983,0.77488,0.702734,0.6143773333333333,0.6436553333333334,0.26411066666666666,0.19496066666666667,0.121512,0.161384,0.7119966712928253,0.6222371619720238,0.530888252860234,0.6550946236707001,0.5363371801132505,0.5772109689923164,0.7126335441915056,0.6965026282706854,0.13699195494343044,0.5693133333333333
-2.111337543168797,1.4575675367648329,30.578786149156716,0.5582578314135983,0.8125886666666666,0.7106313333333333,0.6243573333333333,0.644412,0.27764666666666665,0.19348133333333334,0.097996,0.16210666666666668,0.8079390277147226,0.6866501418534714,0.41146512073329666,0.5903164843596913,0.602462298369188,0.6480723156948234,0.6655158625687838,0.6326054943268496,0.17140612374805758,0.47737066666666667
-1.943119970568219,1.4575675367648329,30.578786149156716,0.5582578314135983,0.8304853333333333,0.7135313333333333,0.6373206666666666,0.6487133333333334,0.27656933333333333,0.18679266666666666,0.08611,0.164494,0.8450962512296086,0.7072254816012801,0.3571403384223275,0.5669833492539843,0.6328968620163515,0.6806492755841551,0.6431018073440946,0.5975398512856936,0.18928186226052732,0.43399466666666664
