mu,sigma2,phi,nugget,correct_d,correct_subd,correct_school_d,correct_school_subd,overtreated_d,overtreated_subd,undertreated_d,undertreated_subd,se_d,se_subd,sp_d,sp_subd,ppv_d,ppv_subd,npv_d,npv_subd,prev_sim,prevl10
-5.62035211208716,1.4575675367648329,30.578786149156716,0.5582578314135983,0.9985526666666666,0.997514,0.9914366666666666,0.9911213333333333,0.0012466666666666668,0.002024666666666667,0.007316666666666667,0.006854,0.019882940362903792,0.07384627936216796,0.9987396674361918,0.9979551206456784,NaN,NaN,0.9926714828884412,0.9931238020891434,0.009134544280952518,0.9924826666666666
-4.8404447400732344,1.4575675367648329,30.578786149156716,0.5582578314135983,0.984928,0.984838,0.9587373333333333,0.9612926666666667,0.012382,0.012730666666666666,0.028880666666666666,0.025976666666666665,0.07814727222759021,0.1667531435486388,0.9871406835937432,0.9867977412354737,NaN,NaN,0.9706278887031714,0.9734924306307867,0.019541050502056425,0.968336
-4.388879104885627,1.4575675367648329,30.578786149156716,0.5582578314135983,0.9657553333333333,0.9657126666666667,0.9203673333333333,0.9257733333333333,0.02733266666666667,0.029369333333333334,0.0523,0.04485733333333333,0.128023950493283,0.24715125105955477,0.9706404590773879,0.9684999445030332,NaN,0.3430247450743337,0.9455834725764372,0.9528505074436279,0.028986479415881183,0.9390693333333333
-4.043669669436064,1.4575675367648329,30.578786149156716,0.5582578314135983,0.939896,0.9439973333333334,0.8764066666666667,0.8897933333333333,0.05071666666666667,0.04947466666666667,0.07287666666666667,0.060732,0.19904266174300417,0.3289869547664864,0.9437634522543612,0.9451719914427884,0.26517739339938007,0.3808691252268085,0.9214450297028813,0.9336922295506941,0.03811198749181453,0.9078746666666666
-3.7151937697182644,1.4575675367648329,30.578786149156716,0.5582578314135983,0.885338,0.9096833333333333,0.8073473333333333,0.8368186666666667,0.09349333333333333,0.08227266666666666,0.09915933333333334,0.08090866666666667,0.29887682405828064,0.42604280820024004,0.8900272440606042,0.9033002137458219,0.31591774771719805,0.4265375718076477,0.88449474964644,0.9049648555447464,0.052088933424472184,0.8567453333333334
-3.178361357008397,1.4575675367648329,30.578786149156716,0.5582578314135983,0.8152453333333334,0.8622433333333334,0.7017686666666667,0.755148,0.17054533333333333,0.14045733333333332,0.127686,0.10439466666666666,0.47502263608600653,0.5697664852364481,0.7721006862378601,0.8122583180645259,0.4076495426518121,0.49966445630833234,0.8197930327897004,0.8537465290580017,0.08049906055641452,0.7535133333333334
-2.8564137479489533,1.4575675367648329,30.578786149156716,0.5582578314135983,0.7773986666666667,0.848054,0.6484873333333333,0.7171593333333334,0.22054666666666667,0.17551866666666666,0.130966,0.107322,0.5863280820555667,0.6619846757876586,0.6709676284044054,0.7381603307267648,0.46088600536366,0.5481809760346602,0.7752392141477658,0.8220767988472126,0.10260711725857637,0.6771813333333333
-2.4492979461404847,1.4575675367648329,30.578786149156716,0.5582578314135983,0.76949,0.8378806666666667,0.6131853333333334,0.6904033333333334,0.2679146666666667,0.20746533333333333,0.1189,0.10213133333333334,0.7167912620626853,0.7562449843266803,0.5289838707551353,0.6339174326342237,0.532448258611375,0.6074636789485623,0.7170731239495644,0.7792521188597398,0.1357225527527546,0.5727733333333334
-2.111337543168797,1.4575675367648329,30.578786149156716,0.5582578314135983,0.8159686666666667,0.851394,0.6275073333333333,0.6919633333333334,0.27542266666666665,0.22120133333333333,0.09707,0.08683533333333333,0.8159937507980332,0.836032493670019,0.4002820304220628,0.5188951040149415,0.613454454147173,0.6687159241611605,0.6562560043123624,0.734042300450753,0.1767903129881024,0.4633233333333333
-1.943119970568219,1.4575675367648329,30.578786149156716,0.5582578314135983,0.8413433333333333,0.8613766666666667,0.6411606666666667,0.6994233333333333,0.275444,0.22094266666666668,0.08339533333333334,0.079634,0.8525319174050298,0.8600551958809102,0.3403462694256662,0.4706853112476029,0.640473909244676,0.6912867321863513,0.6325549690355975,0.7122910929284497,0.19332713778810842,0.42207866666666666
-1.3460066008314369,1.4575675367648329,30.578786149156716,0.5582578314135983,0.9253533333333334,0.91664,0.737324,0.769416,0.22323066666666666,0.18482200000000001,0.03944533333333333,0.045762,0.9450518511546565,0.936369991312477,0.17324374746281407,0.3134693514932712,0.7547444053621923,0.7861891616323862,0.5486765018498996,0.6508409532917194,0.27283747346086173,0.27164933333333335
-5.62035211208716,3.6422269832570278,30.578786149156716,0.5582578314135983,0.961974,0.9697373333333333,0.93124,0.9413786666666667,0.02986,0.026989333333333334,0.0389,0.031632,0.17260500922396363,0.31757277943032197,0.9685090928791241,0.9715268210331278,NaN,0.36175256129457417,0.9594866017047979,0.9668651545536665,0.020941777473155062,0.9523613333333333
-4.8404447400732344,3.6422269832570278,30.578786149156716,0.5582578314135983,0.9142546666666667,0.93608,0.8595766666666667,0.884598,0.07135266666666666,0.061831333333333335,0.06907066666666667,0.05357066666666667,0.28406129009120945,0.44187942002482666,0.9202376091187123,0.9309691838225087,0.2808087619066703,0.41370721719292836,0.9228627893355462,0.9397836674411736,0.03821678594998236,0.9016313333333333
