mu,sigma2,phi,nugget,correct_d,correct_subd,correct_school_d,correct_school_subd,overtreated_d,overtreated_subd,undertreated_d,undertreated_subd,se_d,se_subd,sp_d,sp_subd,ppv_d,ppv_subd,npv_d,npv_subd,prev_sim,prevl10
-7.656079145748784,1.661508222318186,41.74319353726743,0.31187785078332764,1,1,0.9999693333333334,0.9999693333333334,0,0,3.066666666666667e-5,3.066666666666667e-5,NA,NA,1,1,NA,NA,NA,NA,0.0012539672249030271,0.9999693333333334
-6.624185416335835,1.661508222318186,41.74319353726743,0.31187785078332764,0.9999146666666666,0.9997766666666666,0.999164,0.9990786666666667,7.333333333333333e-5,2.2466666666666666e-4,7.626666666666667e-4,6.966666666666666e-4,NA,NA,0.9999260156039818,0.9997743620347403,NA,NA,NA,NA,0.0034564421635666694,0.9992253333333333
-5.959128927592053,1.661508222318186,41.74319353726743,0.31187785078332764,0.9994573333333333,0.9990713333333333,0.9961486666666667,0.9961146666666667,5.146666666666666e-4,8.64e-4,0.0033366666666666666,0.0030213333333333333,0.01597775820447576,0.06891175841187129,0.9994794748325699,0.9991267909433442,NaN,NaN,0.9966579496864091,0.9969690994724317,0.006466105622078424,0.9965053333333334
-5.580704122317411,1.661508222318186,41.74319353726743,0.31187785078332764,0.9977446666666667,0.9962246666666666,0.99008,0.9898273333333333,0.0018433333333333333,0.0031046666666666666,0.008076666666666666,0.007068,0.03641801000598644,0.12091116416559504,0.9981319363359323,0.9968507312420214,NaN,NaN,0.991898844919747,0.9928831804890125,0.009832391624166758,0.9914633333333334
-5.341920751316607,1.661508222318186,41.74319353726743,0.31187785078332764,0.9950613333333334,0.9954073333333333,0.9850753333333333,0.986396,0.004256666666666666,0.003987333333333333,0.010668,0.009616666666666666,0.06607878851872144,0.1426316276884319,0.9956598898164793,0.9959458748640639,NaN,NaN,0.9892558406585247,0.9903057736521547,0.011815720929769812,0.9881973333333334
-5.150676553576746,1.661508222318186,41.74319353726743,0.31187785078332764,0.9928826666666667,0.991652,0.979776,0.9807173333333333,0.005014666666666666,0.006543333333333333,0.015209333333333333,0.012739333333333333,0.06251296874635853,0.19194562820842695,0.9948522289929914,0.9933052159713823,NaN,NaN,0.9846569386508567,0.9870889431733265,0.013852377140596655,0.9834666666666667
-4.988156673204861,1.661508222318186,41.74319353726743,0.31187785078332764,0.9882286666666666,0.98767,0.9699073333333333,0.9721913333333333,0.010008,0.01065,0.020084666666666667,0.017158666666666666,0.11812044189817307,0.2285928085394189,0.9896726171240703,0.9890113488953524,NaN,NaN,0.9795897277574783,0.98248073333212,0.016804802774145984,0.9763146666666667
-4.855871665726434,1.661508222318186,41.74319353726743,0.31187785078332764,0.9830726666666667,0.9850593333333333,0.9600446666666667,0.9649513333333334,0.013580666666666666,0.013896666666666667,0.026374666666666668,0.021152,0.11726780839366091,0.2683898182313666,0.985852243904569,0.9855319673866367,NaN,NaN,0.9730406543058007,0.978236533019181,0.01909674097873104,0.969236
-4.029492417271244,1.661508222318186,41.74319353726743,0.31187785078332764,0.9369573333333333,0.9477826666666667,0.8764433333333334,0.8972606666666667,0.05629,0.04904133333333333,0.06726666666666667,0.053698,0.29486384047121456,0.43592671922166865,0.9365823480990204,0.9448380183480366,0.34697211885978074,0.46843965819806554,0.9256338206715414,0.9401780509734,0.040047687461685445,0.9009006666666667
-3.1188409475331467,1.661508222318186,41.74319353726743,0.31187785078332764,0.8324193333333333,0.8876433333333333,0.732768,0.7936926666666667,0.15667466666666666,0.11929933333333334,0.11055733333333333,0.087008,0.5513303815206689,0.6456338791803443,0.7870331675027342,0.8378599991673443,0.4703675656854478,0.576340553864342,0.8404023526029212,0.8768944377090876,0.08259048289459262,0.7464713333333334
-2.207603488214026,1.661508222318186,41.74319353726743,0.31187785078332764,0.826144,0.8715933333333333,0.665962,0.738986,0.23254066666666667,0.17539866666666667,0.10149733333333333,0.08561533333333333,0.7869604144024541,0.8211333400663214,0.5334724066409648,0.6484102471443479,0.6235035728514658,0.6948030048560164,0.7251853203450026,0.7915900510399216,0.15816460189115733,0.5081146666666667
-7.656079145748784,4.055770712473735,41.74319353726743,0.31187785078332764,0.9965926666666667,0.9973986666666667,0.992632,0.9941246666666667,0.003222,0.0020266666666666666,0.004146,0.0038486666666666665,0.0768788978237707,0.15328817702850325,0.9967446727686023,0.9979549672441298,NaN,NaN,0.9958285931572511,0.9961321089199964,0.0038331680514257665,0.9950626666666667
-6.624185416335835,4.055770712473735,41.74319353726743,0.31187785078332764,0.989878,0.9913106666666667,0.9770613333333333,0.980226,0.008649333333333334,0.008288666666666666,0.014289333333333333,0.011485333333333334,0.1222612760900636,0.25778101258256,0.9911123099246,0.9914950520132306,NaN,NaN,0.9854802262792567,0.988292842449809,0.009539031764802015,0.9827206666666667
-5.959128927592053,4.055770712473735,41.74319353726743,0.31187785078332764,0.97348,0.979436,0.9468453333333333,0.9569300000000001,0.024500666666666667,0.02066,0.028654,0.02241,0.2179551281103655,0.37894331278416965,0.9742635383453937,0.9783372653688669,NaN,0.4167231224583415,0.9701797085831282,0.9766092598212027,0.01739211397889245,0.96165
-5.580704122317411,4.055770712473735,41.74319353726743,0.31187785078332764,0.9634213333333334,0.9720206666666666,0.9295393333333334,0.9431613333333333,0.033238666666666666,0.028464,0.037222,0.028374666666666666,0.25799906051136073,0.42707083954721753,0.9644562344174006,0.9696287322484477,NaN,0.44083691867290425,0.9605862356340655,0.9697970733404895,0.02236282845808324,0.9476366666666667
-5.341920751316607,4.055770712473735,41.74319353726743,0.31187785078332764,0.9512013333333333,0.9634026666666666,0.9148153333333333,0.9318253333333333,0.040717333333333335,0.034604666666666666,0.04446733333333333,0.03357,0.2687027177018815,0.43733450488792824,0.9560418623620499,0.9626284097445613,NaN,0.4439023567135332,0.9523905636607757,0.9638331644426266,0.026070289496594328,0.9371033333333333
-5.150676553576746,4.055770712473735,41.74319353726743,0.31187785078332764,0.947918,0.9622373333333333,0.9024813333333334,0.9228833333333334,0.04776,0.04008866666666667,0.049758666666666666,0.037028,0.2862497925091424,0.4673069476063752,0.9473935275199186,0.9560588827406419,NaN,0.4625038158864659,0.9457835724421357,0.9594544517199751,0.030129783094015785,0.9252626666666667
-4.988156673204861,4.055770712473735,41.74319353726743,0.31187785078332764,0.934488,0.9517606666666667,0.8820206666666667,0.9081126666666667,0.06282666666666667,0.049878,0.05515266666666667,0.042009333333333336,0.35118179841516695,0.5076919496639617,0.9298148528733808,0.9444226204931861,NaN,0.4760098145291795,0.9382612408703127,0.9529033730683445,0.03554691649016202,0.9097
