country,year,positive,examined,long,lat,utm_x,utm_y
Congo (Kinshasa),2013,10,50,25.050301,0.52385002,283.014167192325,57.93494694553699
Congo (Kinshasa),2013,11,50,26.623341,-2.5568199,458.12842761631515,-282.6134442159984
Congo (Kinshasa),2013,4,20,25.796841,-1.39935,366.1482954099508,-154.7048532423075
Congo (Kinshasa),2013,0,50,12.5652,-5.1023698,-1116.9448776837187,-582.3916849125432
Congo (Kinshasa),2013,0,38,14.147,-4.786,-937.2798164255931,-542.6337599714092
Congo (Kinshasa),2013,0,47,14.857,-5.245,-855.6747916740978,-593.0300613753693
Congo (Kinshasa),2013,1,50,27.974529,3.6315,608.2296005385807,401.45355872011515
Congo (Kinshasa),2013,0,50,25.83,4.0374999,370.1202529854138,446.3658397285338
Congo (Kinshasa),2013,8,50,27.5229,2.63957,558.1251647954737,291.76608063365603
Congo (Kinshasa),2013,0,50,30.079769,3.8078799,842.1140944056682,421.5024340819475
Congo (Kinshasa),2013,7,50,25.902861,-2.93911,378.0679535689857,-324.92268824138466
Congo (Kinshasa),2013,14,55,25.93412,-2.97263,381.54592795968244,-328.62503327531124
Congo (Kinshasa),2013,1,50,26.060061,3.64854,395.614221084705,403.3332542233978
Congo (Kinshasa),2013,0,50,25.2099,0.50503999,300.7817486018486,55.84954631205168
Congo (Kinshasa),2013,0,50,23.795,-0.237,143.17939230466587,-26.236936228623513
Congo (Kinshasa),2013,1,50,22.814,4.2,35.03343042951683,465.48017630039624
Congo (Kinshasa),2013,0,41,23.576,0.949,118.81808111214539,105.08192279522977
Congo (Kinshasa),2013,0,25,15.33579,-4.88494,-802.2057986965974,-551.3530709864771
Congo (Kinshasa),2013,0,49,15.55,-5.242,-777.2481254827496,-591.1938883728131
Congo (Kinshasa),2013,0,50,13.509,-5.849,-1007.2380588257469,-664.853815126781
Congo (Kinshasa),2013,0,45,12.364,-5.923,-1137.6233459202354,-676.6399961874158
Congo (Kinshasa),2013,0,50,25.20775,0.62485999,300.54648707444557,69.09985983581892
Congo (Kinshasa),2013,8,50,26.180309,-2.78269,408.89263304331547,-307.60492186175253
Congo (Kinshasa),2013,0,50,17.78661,-7.0310302,-521.8702851147262,-787.3020976830222
Congo (Kinshasa),2013,0,45,17.2,-7.4,-586.6406836314928,-830.0257377762705
Congo (Kinshasa),2013,14,50,26.6856,-3.1679499,465.0680818182357,-350.16252593213716
Congo (Kinshasa),2013,14,50,26.686501,-3.1689401,465.1682229760474,-350.27194746656846
Congo (Kinshasa),2013,20,50,26.813,-4.272,479.24897276534654,-472.1956563592032
Congo (Kinshasa),2013,5,50,26.134081,-1.67417,403.682065900634,-185.06788136628987
Congo (Kinshasa),2013,3,52,29.95365,0.99201697,828.7649044807849,109.79460286742757
Congo (Kinshasa),2013,2,50,28.55649,3.6107399,672.8780913345388,399.2484599166365
Congo (Kinshasa),2013,0,50,18.63636,-7.8488102,-425.19221803131364,-876.8546657889141
Congo (Kinshasa),2013,0,34,13.467,-5.826,-1012.081848726636,-662.3569147742352
Congo (Kinshasa),2013,0,50,27.16437,2.86959,518.2675092822341,317.17988853629566
Congo (Kinshasa),2013,0,50,27.18998,2.89994,521.1131654102761,320.535019850162
Congo (Kinshasa),2013,0,50,27.07196,2.2323699,508.00131206355707,246.74539709120526
Congo (Kinshasa),2013,0,50,19.116667,-7.5333328,-372.3757561977022,-840.6134285562134
Congo (Kinshasa),2013,0,50,12.866,-4.939,-1082.9621307216855,-562.9952794065122
Congo (Kinshasa),2013,29,50,27.41324,-4.4149199,545.8481262419588,-488.00371456732523
Congo (Kinshasa),2013,0,38,14.272,-4.6,-923.4581733745197,-521.2901973011781
Congo (Kinshasa),2013,0,49,15.31909,-5.13278,-803.5911465892535,-579.3564058173158
Congo (Kinshasa),2013,4,21,25.483334,-0.34999999,331.2163309235663,-38.69916845383745
Congo (Kinshasa),2013,5,50,30.05965,3.01547,840.1560703128204,333.78125369311334
Congo (Kinshasa),2013,0,50,27.23455,0.43909001,526.0988546662275,48.53305797860072
Congo (Kinshasa),2013,0,45,30.940929,2.1752779,938.56010385746265,241.0078979052828
Congo (Kinshasa),2013,3,50,27.74489,3.0165999,582.7758541513058,333.4563355910647
Congo (Kinshasa),2013,2,49,30.92614,2.2106199,936.9014549253441,244.91923026190992
Congo (Kinshasa),2013,0,50,17.348,-3.316,-577.3474255143395,-371.808778490222
Congo (Kinshasa),2013,5,48,23.92993,2.86057,158.6372420686928,316.63831971584045
Congo (Kinshasa),2013,3,50,23.662661,2.78582,128.86333055123205,308.4450413706546
Congo (Kinshasa),2013,20,50,15.215,-5.2,-815.2288084741642,-587.164205317509
Congo (Kinshasa),2013,1,50,26.734591000000002,2.9730899,470.5060039171271,328.62226702488124
Congo (Kinshasa),2013,0,50,25.3036,0.57024997,311.2146748322091,63.057597587925144
Congo (Kinshasa),2013,0,33,28.255278,3.8316669,639.3819911535466,423.6226976031787
Congo (Kinshasa),2013,0,50,28.07506,3.9044099,619.3584496468472,431.63756307667717
Congo (Kinshasa),2013,0,38,22.417,-1.419,-10.365335714119778,-157.34874829765346
Congo (Kinshasa),2013,7,50,14.694,-5.513,-873.5317635700142,-623.7095657407042
Congo (Kinshasa),2013,0,50,30.794,2.223,922.1713964710179,246.25231155081565
Congo (Kinshasa),2013,0,50,17.459129,-7.3996902,-557.6444403636856,-829.3545011663336
Congo (Kinshasa),2013,0,34,13.08549,-5.0501599,-1057.6141953555862,-575.1114259682844
Congo (Kinshasa),2013,0,50,14.68,-5.499,-875.1517126734797,-622.1592537871973
Congo (Kinshasa),2013,0,49,27.428,0.245,547.6256975665226,27.080623597427774
Congo (Kinshasa),2013,0,50,12.967,-5.086,-1071.0549707870643,-579.4903861303962
Congo (Kinshasa),2013,0,28,15.273,-4.347,-810.3286220087314,-490.7566656298292
Congo (Kinshasa),2013,0,50,13.48217,-5.82552,-1010.3565967690267,-662.2601901757632
Congo (Kinshasa),2013,0,50,12.286,-5.87,-1146.7068059082558,-670.8268316929413
Congo (Kinshasa),2013,1,50,12.95342,-5.2638302,-1072.1487648527216,-599.7817435839645
Congo (Kinshasa),2013,0,50,14.708,-5.593,-871.7542598662167,-632.7244380586393
Congo (Kinshasa),2013,0,50,17.55497,-1.70284,-555.3489381718149,-190.81838160526468
Congo (Kinshasa),2013,0,50,18.428,-2.636,-456.4300101296023,-294.6685161830326
Congo (Kinshasa),2013,10,47,25.188116,0.543028,298.3578379072206,60.05115266075144
Congo (Kinshasa),2013,19,50,26.550119,-0.74655998,449.9432118321783,-82.51991652261817
Congo (Kinshasa),2013,7,50,26.071251,-2.8833499,396.77892223339205,-318.74158327298477
Congo (Kinshasa),2013,0,21,14.78871,-5.28654,-863.3211998930061,-597.8797652926916
Congo (Kinshasa),2013,0,50,13.46512,-5.81317,-1012.3314349961335,-660.9039753707447
Congo (Kinshasa),2013,10,50,15.28,-5.43,-807.3738270809234,-612.9850002541934
Congo (Kinshasa),2013,1,50,27.406,-1.66768,545.159007180514,-184.33392633324132
Congo (Kinshasa),2013,2,40,26.60018,-0.75658,455.51353371500636,-83.62692067147013
Congo (Kinshasa),2013,9,41,26.675261,-0.74603999,463.86752779445567,-82.46121453511172
Congo (Kinshasa),2013,0,30,30.52425,3.0030501,891.873334051115,332.56231744276215
Congo (Kinshasa),2013,0,41,30.38513,3.06077,876.3656994966702,338.90445996869977
Congo (Kinshasa),2013,7,50,27.7015,2.5186701,577.9864357273301,278.41150293619904
Congo (Kinshasa),2013,6,51,23.6726,3.8097401,130.34903382040065,421.8107611174114
Congo (Kinshasa),2013,0,50,17.374,-3.321,-574.412222905593,-372.3405532064352
Congo (Kinshasa),2013,0,50,13.00523,-5.49368,-1065.621567668123,-625.8220271007557
Congo (Kinshasa),2013,22,50,27.697,2.515,577.4863582636423,278.0055403269075
Congo (Kinshasa),2013,22,50,27.70196,2.5251601,578.0371901752551,279.12893840209745
Congo (Kinshasa),2013,5,60,30.217777,1.774722,858.0765993643719,196.47238306798113
Congo (Kinshasa),2013,12,40,25.142668,0.537,293.29802458009965,59.38606039161655
Congo (Kinshasa),2013,0,35,25.304832,0.63826698,311.35416677506475,70.57880189432738
Congo (Kinshasa),2013,0,50,26.897,3.136,488.55572139229685,346.6262610286712
Congo (Kinshasa),2013,1,50,18.428,-5.119,-453.6006548490409,-572.21940268708
Congo (Kinshasa),2013,0,50,15.957,-5.348,-731.0583844734698,-602.29429390926
Congo (Kinshasa),2013,0,20,15.04726,-5.1475701,-834.3328525658492,-581.6033367287396
Congo (Kinshasa),2013,0,30,30.54426,3.0294001,894.0916402352041,335.48766175865956
Congo (Kinshasa),2013,9,50,30.771557,1.6995,919.8012813785797,188.25659391936296
Congo (Kinshasa),2013,0,50,30.96693,2.1854601,941.4552411886328,242.14367008024266
Congo (Kinshasa),2013,0,40,30.44014,3.0648601,882.4876762466081,339.37686671396557
Congo (Kinshasa),2013,0,35,30.474211,3.2623701,886.2071657230985,361.26079574330055
Congo (Kinshasa),2013,5,40,30.312929,2.9319201,868.3723489268681,324.61330144626896
Congo (Kinshasa),2013,8,50,14.95486,-5.7575698,-843.4019581429626,-650.732394411237
Congo (Kinshasa),2013,25,44,15.285,-5.615,-806.3914898240557,-633.8535482391093
Congo (Kinshasa),2013,0,50,25.205732,0.490733,300.3173133036555,54.26753998798074
Congo (Kinshasa),2013,0,50,15.322,-4.398,-804.6861663686799,-496.4253842519382
Congo (Kinshasa),2013,13,50,25.101561,0.29422,288.7151146755199,32.53813268610605
Congo (Kinshasa),2013,0,50,26.366,-4.643,429.68021617415513,-513.2337637516935
Congo (Kinshasa),2013,29,60,26.689711,-0.81660002,465.47591642170124,-90.26023155898677
Congo (Kinshasa),2013,10,40,30.485479,2.87112,887.6024906087782,317.938778570568
Congo (Kinshasa),2013,0,50,18.68881,-7.56499,-419.97142939467403,-845.03835668452
Congo (Kinshasa),2013,0,50,18.967,-7.25,-389.61742555179296,-809.2949410797028
Congo (Kinshasa),2013,0,50,30.017,1.667,835.7313981186196,184.51142801500163
Congo (Kinshasa),2013,3,50,12.9531,-5.25249,-1072.2149361739243,-598.4908162937757
Congo (Kinshasa),2013,3,50,12.88483,-5.26971,-1079.9665934715852,-600.632041881749
Congo (Kinshasa),2013,13,61,25.93878,-2.9498401,382.06145454609,-326.10506569238134
Congo (Kinshasa),2013,12,50,27.52618,-4.3828101,558.3813995025432,-484.4621662965954
Congo (Kinshasa),2013,0,50,13.441,-5.851,-1014.9715688353722,-665.270922460522
Congo (Kinshasa),2013,0,50,17.333111,-7.6900902,-571.015165947238,-862.214485589118
Congo (Kinshasa),2013,0,24,15.19393,-4.77249,-818.4908173767263,-538.940741394207
Congo (Kinshasa),2013,2,50,27.638,3.448,570.8672353282518,381.1359461176961
Congo (Kinshasa),2013,3,50,30.02589,3.0385699,836.3921543514332,336.3276216913836
Congo (Kinshasa),2013,1,50,29.530979,3.0220499,781.3371641215051,334.35818321628426
Congo (Kinshasa),2013,6,50,27.247,3.12,527.4445330604017,344.8603844011842
Congo (Kinshasa),2013,0,50,17.331329,-7.6799302,-571.2403850408083,-861.0801416416708
Congo (Kinshasa),2013,0,50,17.735411,-6.9145198,-527.8558282642163,-774.3700950811865
Congo (Kinshasa),2013,2,50,26.040319,3.6359501,393.42007161128777,401.9437539345744
Congo (Kinshasa),2013,6,50,25.90527,-2.9474599,378.33661950416666,-325.845533598613
Congo (Kinshasa),2013,0,50,30.533,1.567,893.2389925269089,173.53287917539774
Congo (Kinshasa),2013,1,50,23.684891,3.8339701,131.7263613299629,424.4882320665525
Congo (Kinshasa),2013,0,50,27.94602,2.25594,605.1920959016561,249.38463213782742
Congo (Kinshasa),2013,0,50,17.893021,-7.18857,-509.6197769084248,-804.6995907886518
Congo (Kinshasa),2013,0,30,30.547211,3.3397601,894.3018198426546,369.85979059272614
Congo (Kinshasa),2013,0,50,14.703,-5.513,-872.5117519131976,-623.6881901203506
Congo (Kinshasa),2013,0,50,30.352,2.709,872.7928222964592,299.9439811310514
Congo (Kinshasa),2013,4,28,25.429,-0.353,325.16827465773594,-39.031881083394005
Congo (Kinshasa),2013,0,50,25.532499,-4.1516671,337.11178542193596,-459.04305768930107
Congo (Kinshasa),2013,0,35,30.442511,3.23418,882.6896415718154,358.1270737393586
Congo (Kinshasa),2013,2,50,28.578341000000002,3.5990701,675.3079089944014,397.96223961972083
Congo (Kinshasa),2013,8,44,14.083,-5.367,-943.2213858619596,-608.6474248340752
Congo (Kinshasa),2013,0,50,13.46336,-5.8161998,-1012.5233618843723,-661.2532109842812
Congo (Kinshasa),2013,3,50,25.11446,0.29510999,290.15123643363165,32.636313388339524
Congo (Kinshasa),2013,33,50,27.123,-4.22,513.6499712926624,-466.446333195141
Congo (Kinshasa),2013,0,50,27.9597,3.5228701,606.5951125626016,389.44277766145115
Congo (Kinshasa),2013,0,50,24.0079,0.038249999,166.90180049348496,4.233584552145401
Congo (Kinshasa),2013,0,50,25.075832,-4.143333,286.4041407109387,-458.23000791291514
Congo (Kinshasa),2013,7,50,31.00399,2.2320099,945.5722248912244,247.31251064695826
Congo (Kinshasa),2013,0,45,24.01062,0.39462,167.21266501347029,43.67720781458207
Congo (Kinshasa),2013,0,50,24.87705,1.391083,263.78361733440215,153.86304773846703
Congo (Kinshasa),2013,0,51,24.18639,0.60325003,186.80616555292562,66.75829184543838
Congo (Kinshasa),2013,0,18,23.583,1.853,119.74442996851384,205.17986803013974
Congo (Kinshasa),2013,0,50,24.02306,0.10841,168.59155207909393,11.99886386078479
Congo (Kinshasa),2013,0,49,23.124,1.138,68.45150304261682,126.07359832434642
Congo (Kinshasa),2013,2,50,24.1,0.033,177.16385923695168,3.6522002309282318
Congo (Kinshasa),2013,0,50,28.803,4.353,700.0867371073938,481.38558721256936
Congo (Kinshasa),2013,0,9,24.10017,-0.51457,177.19570107964532,-56.94887162861693
Congo (Kinshasa),2013,0,50,25.02599,0.57432002,280.3093205570858,63.51758540924291
Congo (Kinshasa),2013,0,50,23.440233,1.9333169,103.85495419643878,214.1059929227404
Congo (Kinshasa),2013,0,50,24.917,0.367,268.1675605349242,40.591534567072884
Congo (Kinshasa),2013,0,42,24.433,0.1,214.2613494123218,11.064182125396188
Congo (Kinshasa),2013,0,50,23.049999,1.116667,60.19609427022614,123.72121439449116
Congo (Kinshasa),2013,0,50,23.683332,1.366667,130.83479023305577,151.31311204119717
Congo (Kinshasa),2013,0,50,23.2859,1.9960999,86.67194618151802,221.0970329535302
Congo (Kinshasa),2013,0,50,23.15098,2.00826,71.63806005211937,222.4787774605961
Congo (Kinshasa),2013,0,49,24.117451,0.83631003,179.14216944893613,92.55533348190114
Congo (Kinshasa),2013,0,34,14.299,-5.067,-919.3835222166043,-574.1404883293991
Congo (Kinshasa),2013,0,50,24.322599,1.64521,202.0853011412049,182.04559407341767
Congo (Kinshasa),2013,0,50,24.713,0.593,245.45965657921968,65.59693896596775
Congo (Kinshasa),2013,0,50,23.34539,-0.47029001,93.06916167763819,-52.08782237414839
Congo (Kinshasa),2013,0,42,24.205072,-0.50691998,188.88235662710224,-56.09707977976878
Congo (Kinshasa),2013,1,50,23.7848,0.01031,142.03955905612483,1.1413735064836414
Congo (Kinshasa),2013,0,50,23.951019,0.075649999,160.5637245151507,8.373531184407033
Congo (Kinshasa),2013,0,50,24.23719,0.27722001,192.45198834398798,30.677040713875126
Congo (Kinshasa),2013,0,50,17.976299,-4.51091,-505.1623822451193,-504.866121593141
Congo (Kinshasa),2013,0,49,24.23531,0.82533002,192.27073002543074,91.33083485931674
Congo (Kinshasa),2013,2,50,26.07485,3.5171101,397.2421085002669,388.80213826533173
Congo (Kinshasa),2013,0,50,24.28927,0.084820002,198.25059812644275,9.38573190550843
Congo (Kinshasa),2013,0,50,23.22106,2.0387399,79.45669950935658,225.8368885785295
Congo (Kinshasa),2013,0,50,25.035833,0.56999999,281.4050330766838,63.03943160490695
Congo (Kinshasa),2013,3,42,30.47057,2.50893,886.0566595569045,277.82623535928843
Congo (Kinshasa),2013,6,50,30.48403,2.6221399,887.521596298607,290.3668034670908
Congo (Kinshasa),2013,0,50,27.770651,3.0461099,585.6363931405775,336.7204569238381
Congo (Kinshasa),2013,0,50,27.47397,2.9243,552.6733759515239,323.23694562631573
Congo (Kinshasa),2014,1,50,20.183,2.378,-259.7129812305119,264.7239624186785
Congo (Kinshasa),2014,3,50,19.11666667,2.925555556,-378.8635092072943,326.4653749438725
Congo (Kinshasa),2014,0,50,19.61583333,3.376111111,-322.53595021049875,376.3006410366567
Congo (Kinshasa),2014,0,50,22.47535,4.07087,-2.7394779493855896,451.37247910774073
Congo (Kinshasa),2014,0,50,21.20861111,3.82,-144.1096952185198,424.4054296470939
Congo (Kinshasa),2014,0,50,20.6966944,2.846381,-201.96045971014922,316.536561948575
Congo (Kinshasa),2014,0,50,18.316,0.01,-470.05814382203357,1.1182063829362026
Congo (Kinshasa),2014,36,50,25.175,4.151,297.4182343638388,459.0518735474942
Congo (Kinshasa),2014,0,50,18.5947504,3.7127573,-436.7039979782278,414.8505086069582
Congo (Kinshasa),2014,0,50,18.51138889,-0.578888889,-448.01933628229926,-64.6981458006158
Congo (Kinshasa),2014,0,50,19.16117,-0.42954,-374.99333208677183,-47.9279569772479
Congo (Kinshasa),2014,1,50,21.20888889,3.818888889,-144.07952963578515,424.28177491576395
Congo (Kinshasa),2014,0,50,19.58222222,1.868055556,-327.3022307400929,208.23019449349184
Congo (Kinshasa),2014,1,50,19.93583333,3.178888889,-286.86057959808505,354.066670056741
Congo (Kinshasa),2014,0,50,19.504,3.914,-334.56249962645757,436.36405249674954
Congo (Kinshasa),2014,0,50,19.751,3.569,-307.23237507247705,397.67864243756367
Congo (Kinshasa),2014,0,50,17.747,-0.162,-534.1587560029261,-18.14355326768657
Congo (Kinshasa),2014,0,50,19.52516,2.97172,-333.0210174984637,331.29658884762483
Congo (Kinshasa),2014,0,50,19.727,3.165,-310.2568229785629,352.6821434375436
Congo (Kinshasa),2014,0,50,20.885,-0.284,-181.74226767525786,-31.57138523149702
Congo (Kinshasa),2014,0,50,18.71111111,2.873888889,-424.4291846350986,321.02427100503223
Congo (Kinshasa),2014,0,50,18.96027778,3.139722222,-396.23387865325645,350.49841542583414
Congo (Kinshasa),2014,0,49,19.74284,3.44455,-308.25395537168674,383.81890268684487
Congo (Kinshasa),2014,0,50,21.64666667,3.0225,-95.73724025558901,335.55089949144514
Congo (Kinshasa),2014,0,50,19.323,2.615,-355.94581552668916,291.6663469375593
Congo (Kinshasa),2014,5,50,19.93927084,3.527118046,-286.1947336601657,392.8492186311022
Congo (Kinshasa),2014,2,50,19.76333333,3.145,-306.2029354134267,350.42510736734005
Congo (Kinshasa),2014,0,50,19.53308333,0.155277778,-333.2558120350285,17.310646448122483
Congo (Kinshasa),2014,0,50,19.363,0.095,-352.35046233781077,10.594968702792459
Congo (Kinshasa),2014,1,50,20.335,-0.119,-243.3357188173181,-13.243181632970208
Congo (Kinshasa),2014,0,50,19.0473054,1.5585957,-387.47989402395615,173.95557076222389
Congo (Kinshasa),2014,0,50,19.95,0.268611111,-286.48038432023475,29.91731985033082
Congo (Kinshasa),2014,0,50,19.61583333,3.375833333,-322.53618651708274,376.2696804502938
Congo (Kinshasa),2014,0,50,18.96190972,3.140277778,-396.0502748002339,350.55901588522823
Congo (Kinshasa),2014,0,50,19.87,1.155,-295.29788625811506,128.66378260560575
Congo (Kinshasa),2014,0,50,18.51083333,-0.5775,-448.08207618634185,-64.54301408524022
Congo (Kinshasa),2014,0,50,18.21667,0,-481.2416558433925,0
Congo (Kinshasa),2014,4,50,19.70416667,4.609166667,-311.4175503664836,513.6309728985169
Congo (Kinshasa),2014,0,50,20.904,-0.521,-179.59615982766508,-57.91585855917019
Congo (Kinshasa),2014,0,50,19.64805556,3.283055556,-319.00453588311035,365.90211333448786
Congo (Kinshasa),2014,0,50,19.4538762,4.1989713,-339.87747409192343,468.1883688498553
Congo (Kinshasa),2014,0,50,18.54583333,2.403055556,-443.3557126570875,268.5457931208791
Congo (Kinshasa),2014,0,49,19.641,3.692,-319.4367561249562,411.4854330423769
Congo (Kinshasa),2014,0,50,18.3512875,1.3801715,-465.8031442756559,154.31667552357524
Congo (Kinshasa),2014,0,50,18.84777778,0.728333333,-410.1614322398688,81.33009348493509
Congo (Kinshasa),2014,0,50,19.75805556,3.443333333,-306.551305649713,383.6703160349395
Congo (Kinshasa),2014,0,50,19.363,2.967,-351.20297797900287,330.89522018464027
Congo (Kinshasa),2014,0,50,19.0241945,1.547725,-390.08039213579616,172.75210333047949
Congo (Kinshasa),2014,0,50,18.229,-0.158,-479.8495062179837,-17.67180745335141
Congo (Kinshasa),2014,0,50,18.8325,2.134166667,-411.31598572252415,238.322055507846
Congo (Kinshasa),2014,0,50,18.51667,-0.28333,-447.4622391045245,-31.665278178789514
Congo (Kinshasa),2014,0,50,18.48638889,-0.575555556,-450.8327390387552,-64.32982805240003
Congo (Kinshasa),2014,0,50,19.74861111,3.513333333,-307.5485751954054,391.47812333209265
Congo (Kinshasa),2014,0,50,18.94829861,3.139548611,-397.57826398169703,350.4894430783438
Congo (Kinshasa),2014,0,50,18.67194444,3.211111111,-428.5355209935958,358.72840285527866
Congo (Kinshasa),2014,0,50,18.67888889,0.3625,-429.20708149516446,40.4963482881719
Congo (Kinshasa),2014,0,50,19.32587,2.44878,-355.7342619002413,273.1251900384058
Congo (Kinshasa),2014,0,50,20.087,1.197,-270.9609238519702,133.27986485841382
Congo (Kinshasa),2014,0,50,18.72232639,1.355833333,-424.08008424613627,151.44849155329712
Congo (Kinshasa),2014,2,50,18.60555556,3.0475,-436.13797856570244,340.5093113695061
Congo (Kinshasa),2014,0,50,19.00527778,1.826944444,-392.07639173314055,203.92699576309127
Congo (Kinshasa),2014,2,50,19.883,4.187,-291.87516479660235,466.4024905433598
Congo (Kinshasa),2014,0,50,19.072161,3.7499675,-383.1109477458296,418.5053981613249
Congo (Kinshasa),2014,0,50,19.09011,0,-383.0010506195042,0
Congo (Kinshasa),2014,0,50,19.64833333,3.283333333,-318.9731928256475,365.9328416510543
Congo (Kinshasa),2014,0,50,20.223,-0.884,-255.79673573363422,-98.40070836360402
Congo (Kinshasa),2014,0,50,19.76416667,3.165277778,-306.0938098771328,352.6838339814331
Congo (Kinshasa),2014,0,50,18.766,3.723,-417.4752912711378,415.81244710199803
Congo (Kinshasa),2014,0,50,18.986,3.097,-393.3841382934381,345.707281280587
Congo (Kinshasa),2014,1,50,20.55433,3.47716,-217.44399761704054,386.7908622417346
Congo (Kinshasa),2014,0,50,20.1,-1.517,-269.4019116714899,-168.9054955316204
Congo (Kinshasa),2014,0,50,19.32535,2.96175,-355.42866439259575,330.3390458232344
Congo (Kinshasa),2014,0,50,18.4125,-0.683055556,-459.12739929307395,-76.35999191944298
Congo (Kinshasa),2014,0,50,19.6411617,4.2273328,-318.8865091638457,471.1484789443761
Congo (Kinshasa),2014,2,50,18.7,4.3522,-424.15882728534297,486.1650388877178
Congo (Kinshasa),2014,0,50,22.083,-0.883,-47.7514266872867,-97.96099030447738
Congo (Kinshasa),2014,0,50,18.66667,-0.81667,-430.5048086226132,-91.23633486770115
Congo (Kinshasa),2014,0,50,19.90027778,2.990833333,-290.9817796203905,333.14694647916434
Congo (Kinshasa),2014,0,50,19.56805556,2.905,-328.263254831315,323.82664922228753
Congo (Kinshasa),2014,0,50,19.35555556,2.966944444,-352.03771884683346,330.8948209574362
Congo (Kinshasa),2014,0,50,18.351,1.38,-465.83556682407766,154.29761877729334
Congo (Kinshasa),2014,0,50,18.407,2.719,-458.72532280933984,303.9635013246815
Congo (Kinshasa),2014,0,50,18.75,2.231666667,-420.5250396050471,249.26182280715514
Congo (Kinshasa),2014,0,50,19.55805556,3.466944444,-328.9292251975412,386.4756626127017
Congo (Kinshasa),2014,0,50,21.61027778,3.348611111,-99.60883826429234,371.7773886869173
Congo (Kinshasa),2014,0,50,20.162,3.176,-261.54831185607685,353.57389913802115
Congo (Kinshasa),2014,7,50,19.56111111,3.337222222,-328.69901211079826,372.0125866313482
Congo (Kinshasa),2014,3,50,21.71395,4.17399,-87.48600661400147,463.3362717747404
Congo (Kinshasa),2014,0,50,18.58138889,2.806111111,-439.05640042746603,313.5581507146966
Congo (Kinshasa),2014,0,50,20.342,2.512,-241.83778960558888,279.54887506281636
Congo (Kinshasa),2014,0,50,21.78743056,2.893576389,-80.09594928074756,321.1647328495232
Congo (Kinshasa),2014,0,50,18.619722199999998,-1.077499944,-435.7138430958809,-120.39012193632796
Congo (Kinshasa),2014,0,50,19.659,1.265,-318.92838225151843,140.98378465433436
Congo (Kinshasa),2014,0,50,18.223,0.002,-480.5288752244038,0.2236974136373999
Congo (Kinshasa),2014,0,50,18.34466,0.75327,-466.74761353364937,84.22459914664256
Congo (Kinshasa),2014,0,50,21.045,4.306944444,-161.97096023466565,478.64633136278644
Congo (Kinshasa),2014,0,50,18.279,0.0334201,-474.2234460016845,3.737428868026373
Congo (Kinshasa),2014,0,50,18.654,3.298,-430.4696178936745,368.4519157780681
Congo (Kinshasa),2014,0,50,18.588,-0.827,-439.3503819262232,-92.40917341126604
Congo (Kinshasa),2014,0,50,18.2445397,0.0332184,-478.10335644531784,3.715218207228165
Congo (Kinshasa),2014,0,50,18.79944444,3.188888889,-414.2413462035138,356.13023756532834
Congo (Kinshasa),2014,0,50,19.39027778,3.256944444,-347.9100792733141,363.2075390842049
Congo (Kinshasa),2014,0,50,18.8125,-0.758611111,-414.12084456488805,-84.71862770378766
Congo (Kinshasa),2014,0,50,22.753,2.85,27.562265434520786,315.8850513545326
Congo (Kinshasa),2014,0,50,20.486,2.773,-225.56996141438407,308.50419868053115
Congo (Kinshasa),2014,0,50,19.78722,2.70155,-303.8465868674171,300.999107537018
Congo (Kinshasa),2014,7,50,18.883,1.033,-406.1277220539737,115.34074170066674
Congo (Kinshasa),2014,8,50,25.293,-6.172,311.11984988567457,-682.5204525517644
Congo (Kinshasa),2014,24,50,22.503,3.944,0.26174639075424055,437.2884308264794
Congo (Kinshasa),2014,0,50,18.678,-0.603,-429.2739330058333,-67.36371637368525
Congo (Kinshasa),2014,0,50,19.209,2.781,-368.61538251705025,310.265339741364
Congo (Kinshasa),2014,2,50,21.1252078,4.330564,-153.00312248819893,481.2012489505072
Congo (Kinshasa),2014,0,50,19.067,2.75,-384.57127139874814,306.9124090096318
Congo (Kinshasa),2014,0,50,21.51555556,2.256388889,-110.74811169474899,250.55360242372
Congo (Kinshasa),2014,0,50,18.66583333,2.2275,-429.985522042483,248.85002320216984
Congo (Kinshasa),2014,0,50,21.95,0.417,-62.65759979174496,46.27185919258209
Congo (Kinshasa),2014,1,50,21.50527778,2.189166667,-111.92402704406437,243.0933318992074
Congo (Kinshasa),2014,0,50,21.44083333,2.199166667,-119.11934145864787,244.23050453415425
Congo (Kinshasa),2014,0,50,18.348,0.018,-466.4558890263257,2.0125989382679146
Congo (Kinshasa),2014,0,50,19.43492,-0.54913,-344.23834217738244,-61.23192277261495
Congo (Kinshasa),2014,0,50,27.667,2.95,574.124379125882,326.08873305517983
Congo (Kinshasa),2014,0,50,20.717,-0.217,-200.55051848463737,-24.13094281977939
Congo (Kinshasa),2014,1,50,18.817,2.4,-412.88843471275214,268.0177462983061
Congo (Kinshasa),2014,0,50,18.244,1.414,-477.86369605385397,158.14462638796536
Congo (Kinshasa),2014,0,50,17.756,-0.62,-533.0870255257307,-69.43645993405491
Congo (Kinshasa),2014,0,50,17.77254,-0.6041,-531.2254035554803,-67.6525555054894
Congo (Kinshasa),2014,0,50,18.7975,2.624444444,-414.9204388887575,293.09644668391275
Congo (Kinshasa),2014,0,50,21.003,4.289,-166.67244810225594,476.68879472070734
